Date,State,fips,Confirmed,Deaths,New_Cases,New_Cases_Weekly
2020-03-31,Arizona,4.0,1298,24,129.0,138.85714285714286
2020-04-01,Arizona,4.0,1413,29,115.0,144.42857142857142
2020-04-02,Arizona,4.0,1600,35,187.0,156.0
2020-04-03,Arizona,4.0,1769,41,169.0,157.71428571428572
2020-04-04,Arizona,4.0,2019,53,250.0,178.0
2020-04-05,Arizona,4.0,2269,64,250.0,191.42857142857142
2020-04-06,Arizona,4.0,2465,67,196.0,185.14285714285714
2020-04-07,Arizona,4.0,2575,77,110.0,182.42857142857142
2020-04-08,Arizona,4.0,2726,80,151.0,187.57142857142858
2020-04-09,Arizona,4.0,3018,89,292.0,202.57142857142858
2020-04-10,Arizona,4.0,3112,97,94.0,191.85714285714286
2020-04-11,Arizona,4.0,3393,112,281.0,196.28571428571428
2020-04-12,Arizona,4.0,3539,117,146.0,181.42857142857142
2020-04-13,Arizona,4.0,3702,122,163.0,176.71428571428572
2020-04-14,Arizona,4.0,3806,131,104.0,175.85714285714286
2020-04-15,Arizona,4.0,3962,142,156.0,176.57142857142858
2020-04-16,Arizona,4.0,4234,152,272.0,173.71428571428572
2020-04-17,Arizona,4.0,4507,174,273.0,199.28571428571428
2020-04-18,Arizona,4.0,4719,181,212.0,189.42857142857142
2020-04-19,Arizona,4.0,4929,188,210.0,198.57142857142858
2020-04-20,Arizona,4.0,5064,191,135.0,194.57142857142858
2020-04-21,Arizona,4.0,5251,213,187.0,206.42857142857142
2020-04-22,Arizona,4.0,5459,236,208.0,213.85714285714286
2020-04-23,Arizona,4.0,5769,257,310.0,219.28571428571428
2020-04-24,Arizona,4.0,6045,268,276.0,219.71428571428572
2020-04-25,Arizona,4.0,6280,275,235.0,223.0
2020-04-26,Arizona,4.0,6526,277,246.0,228.14285714285714
2020-04-27,Arizona,4.0,6716,277,190.0,236.0
2020-04-28,Arizona,4.0,6948,297,232.0,242.42857142857142
2020-04-29,Arizona,4.0,7202,308,254.0,249.0
2020-04-30,Arizona,4.0,7648,320,446.0,268.42857142857144
2020-05-01,Arizona,4.0,7962,330,314.0,273.85714285714283
2020-05-02,Arizona,4.0,8364,353,402.0,297.7142857142857
2020-05-03,Arizona,4.0,8640,362,276.0,302.0
2020-05-04,Arizona,4.0,8919,362,279.0,314.7142857142857
2020-05-05,Arizona,4.0,9305,395,386.0,336.7142857142857
2020-05-06,Arizona,4.0,9707,426,402.0,357.85714285714283
2020-05-07,Arizona,4.0,9945,450,238.0,328.14285714285717
2020-05-08,Arizona,4.0,10526,517,581.0,366.2857142857143
2020-05-09,Arizona,4.0,10960,532,434.0,370.85714285714283
2020-05-10,Arizona,4.0,11119,536,159.0,354.14285714285717
2020-05-11,Arizona,4.0,11380,542,261.0,351.57142857142856
2020-05-12,Arizona,4.0,11736,562,356.0,347.2857142857143
2020-01-21,Arkansas,,0,0,0.0,
2020-01-22,Arkansas,,0,0,0.0,
2020-01-23,Arkansas,,0,0,0.0,
2020-01-24,Arkansas,,0,0,0.0,
2020-01-25,Arkansas,,0,0,0.0,
2020-01-26,Arkansas,,0,0,0.0,
2020-01-27,Arkansas,,0,0,0.0,0.0
2020-01-28,Arkansas,,0,0,0.0,0.0
2020-01-29,Arkansas,,0,0,0.0,0.0
2020-01-30,Arkansas,,0,0,0.0,0.0
2020-01-31,Arkansas,,0,0,0.0,0.0
2020-02-01,Arkansas,,0,0,0.0,0.0
2020-02-02,Arkansas,,0,0,0.0,0.0
2020-02-03,Arkansas,,0,0,0.0,0.0
2020-02-04,Arkansas,,0,0,0.0,0.0
2020-02-05,Arkansas,,0,0,0.0,0.0
2020-02-06,Arkansas,,0,0,0.0,0.0
2020-02-07,Arkansas,,0,0,0.0,0.0
2020-02-08,Arkansas,,0,0,0.0,0.0
2020-02-09,Arkansas,,0,0,0.0,0.0
2020-02-10,Arkansas,,0,0,0.0,0.0
2020-02-11,Arkansas,,0,0,0.0,0.0
2020-02-12,Arkansas,,0,0,0.0,0.0
2020-02-13,Arkansas,,0,0,0.0,0.0
2020-02-14,Arkansas,,0,0,0.0,0.0
2020-02-15,Arkansas,,0,0,0.0,0.0
2020-02-16,Arkansas,,0,0,0.0,0.0
2020-02-17,Arkansas,,0,0,0.0,0.0
2020-02-18,Arkansas,,0,0,0.0,0.0
2020-02-19,Arkansas,,0,0,0.0,0.0
2020-02-20,Arkansas,,0,0,0.0,0.0
2020-02-21,Arkansas,,0,0,0.0,0.0
2020-02-22,Arkansas,,0,0,0.0,0.0
2020-02-23,Arkansas,,0,0,0.0,0.0
2020-02-24,Arkansas,,0,0,0.0,0.0
2020-02-25,Arkansas,,0,0,0.0,0.0
2020-02-26,Arkansas,,0,0,0.0,0.0
2020-02-27,Arkansas,,0,0,0.0,0.0
2020-02-28,Arkansas,,0,0,0.0,0.0
2020-02-29,Arkansas,,0,0,0.0,0.0
2020-03-01,Arkansas,,0,0,0.0,0.0
2020-03-02,Arkansas,,0,0,0.0,0.0
2020-03-03,Arkansas,,0,0,0.0,0.0
2020-03-04,Arkansas,,0,0,0.0,0.0
2020-03-05,Arkansas,,0,0,0.0,0.0
2020-03-06,Arkansas,,0,0,0.0,0.0
2020-03-07,Arkansas,,0,0,0.0,0.0
2020-03-08,Arkansas,,0,0,0.0,0.0
2020-03-09,Arkansas,,0,0,0.0,0.0
2020-03-10,Arkansas,,0,0,0.0,0.0
2020-03-11,Arkansas,5.0,1,0,1.0,0.14285714285714285
2020-03-12,Arkansas,5.0,6,0,5.0,0.8571428571428571
2020-03-13,Arkansas,5.0,7,0,1.0,1.0
2020-03-14,Arkansas,5.0,9,0,2.0,1.2857142857142858
2020-03-15,Arkansas,5.0,16,0,7.0,2.2857142857142856
2020-03-16,Arkansas,5.0,22,0,6.0,3.142857142857143
2020-03-17,Arkansas,5.0,22,0,0.0,3.142857142857143
2020-03-18,Arkansas,5.0,33,0,11.0,4.571428571428571
2020-03-19,Arkansas,5.0,62,0,29.0,8.0
2020-03-20,Arkansas,5.0,100,0,38.0,13.285714285714286
2020-03-21,Arkansas,5.0,118,0,18.0,15.571428571428571
2020-03-22,Arkansas,5.0,165,0,47.0,21.285714285714285
2020-03-23,Arkansas,5.0,201,0,36.0,25.571428571428573
2020-03-24,Arkansas,5.0,231,2,30.0,29.857142857142858
2020-03-25,Arkansas,5.0,307,2,76.0,39.142857142857146
2020-03-26,Arkansas,5.0,350,3,43.0,41.142857142857146
2020-03-27,Arkansas,5.0,385,3,35.0,40.714285714285715
2020-03-28,Arkansas,5.0,409,5,24.0,41.57142857142857
2020-03-29,Arkansas,5.0,449,6,40.0,40.57142857142857
2020-03-30,Arkansas,5.0,508,7,59.0,43.857142857142854
2020-03-31,Arkansas,5.0,564,8,56.0,47.57142857142857
2020-04-01,Arkansas,5.0,624,10,60.0,45.285714285714285
2020-04-02,Arkansas,5.0,683,12,59.0,47.57142857142857
2020-04-03,Arkansas,5.0,738,12,55.0,50.42857142857143
2020-04-04,Arkansas,5.0,743,14,5.0,47.714285714285715
2020-04-05,Arkansas,5.0,853,16,110.0,57.714285714285715
2020-04-06,Arkansas,5.0,927,16,74.0,59.857142857142854
2020-04-07,Arkansas,5.0,997,18,70.0,61.857142857142854
2020-04-08,Arkansas,5.0,1077,18,80.0,64.71428571428571
2020-04-09,Arkansas,5.0,1146,21,69.0,66.14285714285714
2020-04-10,Arkansas,5.0,1202,24,56.0,66.28571428571429
2020-04-11,Arkansas,5.0,1228,25,26.0,69.28571428571429
2020-04-12,Arkansas,5.0,1280,27,52.0,61.0
2020-04-13,Arkansas,5.0,1475,30,195.0,78.28571428571429
2020-04-14,Arkansas,5.0,1498,32,23.0,71.57142857142857
2020-04-15,Arkansas,5.0,1599,34,101.0,74.57142857142857
2020-04-16,Arkansas,5.0,1620,37,21.0,67.71428571428571
2020-04-17,Arkansas,5.0,1695,37,75.0,70.42857142857143
2020-04-18,Arkansas,5.0,1777,38,82.0,78.42857142857143
2020-04-19,Arkansas,5.0,1781,39,4.0,71.57142857142857
2020-04-20,Arkansas,5.0,1971,42,190.0,70.85714285714286
2020-04-21,Arkansas,5.0,2262,43,291.0,109.14285714285714
2020-04-22,Arkansas,5.0,2392,44,130.0,113.28571428571429
2020-04-23,Arkansas,5.0,2599,45,207.0,139.85714285714286
2020-04-24,Arkansas,5.0,2810,47,211.0,159.28571428571428
2020-04-25,Arkansas,5.0,2909,48,99.0,161.71428571428572
2020-04-26,Arkansas,5.0,3001,50,92.0,174.28571428571428
2020-04-27,Arkansas,5.0,3069,51,68.0,156.85714285714286
2020-04-28,Arkansas,5.0,3127,57,58.0,123.57142857142857
2020-04-29,Arkansas,5.0,3207,59,80.0,116.42857142857143
2020-04-30,Arkansas,5.0,3281,61,74.0,97.42857142857143
2020-05-01,Arkansas,5.0,3310,64,29.0,71.42857142857143
2020-05-02,Arkansas,5.0,3372,72,62.0,66.14285714285714
2020-05-03,Arkansas,5.0,3431,76,59.0,61.42857142857143
2020-05-04,Arkansas,5.0,3469,80,38.0,57.142857142857146
2020-05-05,Arkansas,5.0,3525,83,56.0,56.857142857142854
2020-05-06,Arkansas,5.0,3611,87,86.0,57.714285714285715
2020-05-07,Arkansas,5.0,3694,88,83.0,59.0
2020-05-08,Arkansas,5.0,3747,88,53.0,62.42857142857143
2020-05-09,Arkansas,5.0,3747,88,0.0,53.57142857142857
2020-05-10,Arkansas,5.0,4012,91,265.0,83.0
2020-05-11,Arkansas,5.0,4043,94,31.0,82.0
2020-05-12,Arkansas,5.0,4164,95,121.0,91.28571428571429
2020-01-21,California,,0,0,0.0,
2020-01-22,California,,0,0,0.0,
2020-01-23,California,,0,0,0.0,
2020-01-24,California,,0,0,0.0,
2020-01-25,California,6.0,1,0,1.0,
2020-01-26,California,6.0,2,0,1.0,
2020-01-27,California,6.0,2,0,0.0,0.2857142857142857
2020-01-28,California,6.0,2,0,0.0,0.2857142857142857
2020-01-29,California,6.0,2,0,0.0,0.2857142857142857
2020-01-30,California,6.0,2,0,0.0,0.2857142857142857
2020-01-31,California,6.0,3,0,1.0,0.42857142857142855
2020-02-01,California,6.0,3,0,0.0,0.2857142857142857
2020-02-02,California,6.0,6,0,3.0,0.5714285714285714
2020-02-03,California,6.0,6,0,0.0,0.5714285714285714
2020-02-04,California,6.0,6,0,0.0,0.5714285714285714
2020-02-05,California,6.0,6,0,0.0,0.5714285714285714
2020-02-06,California,6.0,6,0,0.0,0.5714285714285714
2020-02-07,California,6.0,6,0,0.0,0.42857142857142855
2020-02-08,California,6.0,6,0,0.0,0.42857142857142855
2020-02-09,California,6.0,6,0,0.0,0.0
2020-02-10,California,6.0,7,0,1.0,0.14285714285714285
2020-02-11,California,6.0,7,0,0.0,0.14285714285714285
2020-02-12,California,6.0,7,0,0.0,0.14285714285714285
